,co_fips,co_name,state,inflow2011_12,outflow2011_12,cbsa_code,cbsa_name,net_flow2011_12,inflow2012_13,outflow2012_13,net_flow2012_13,inflow2013_14,outflow2013_14,net_flow2013_14,inflow2014_15,outflow2014_15,net_flow2014_15,in_rank2011_12,ou_rank2011_12,in_rank2012_13,ou_rank2012_13,in_rank2013_14,ou_rank2013_14,in_rank2014_15,ou_rank2014_15,tot_inflow,tot_outflow,tot_net_flow,net_change12_13,net_change13_14,net_change14_15
375,48167,Galveston County,TX,15,39,26420,"Houston-The Woodlands-Sugar Land, TX",-24,32,46,-14,0,0,0,0,0,0,243.0,256.0,231.0,244.0,215.0,225.0,191.0,195.0,47,85,-38,10,14,0
376,39173,Wood County,OH,14,0,45780,"Toledo, OH",14,0,14,-14,0,0,0,0,0,0,244.0,284.0,253.0,276.0,215.0,225.0,191.0,195.0,14,14,0,-28,14,0
377,29183,St. Charles County,MO,14,0,41180,"St. Louis, MO-IL",14,0,16,-16,0,0,0,0,0,0,244.0,284.0,253.0,274.0,215.0,225.0,191.0,195.0,14,16,-2,-30,16,0
378,28049,Hinds County,MS,14,0,27140,"Jackson, MS",14,32,29,3,0,0,0,0,0,0,244.0,284.0,231.0,261.0,215.0,225.0,191.0,195.0,46,29,17,-11,-3,0
379,54039,Kanawha County,WV,14,0,16620,"Charleston, WV",14,22,49,-27,0,0,0,0,0,0,244.0,284.0,241.0,242.0,215.0,225.0,191.0,195.0,36,49,-13,-41,27,0
380,39133,Portage County,OH,14,0,10420,"Akron, OH",14,22,0,22,0,0,0,0,0,0,244.0,284.0,241.0,281.0,215.0,225.0,191.0,195.0,36,0,36,8,-22,0
381,06107,Tulare County,CA,14,0,47300,"Visalia-Porterville, CA",14,0,0,0,0,0,0,0,0,0,244.0,284.0,253.0,281.0,215.0,225.0,191.0,195.0,14,0,14,-14,0,0
382,27163,Washington County,MN,14,0,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",14,0,0,0,0,0,0,0,0,0,244.0,284.0,253.0,281.0,215.0,225.0,191.0,195.0,14,0,14,-14,0,0
383,06113,Yolo County,CA,14,16,40900,"Sacramento--Roseville--Arden-Arcade, CA",-2,16,40,-24,0,0,0,0,0,0,244.0,278.0,247.0,250.0,215.0,225.0,191.0,195.0,30,56,-26,-22,24,0
384,36011,Cayuga County,NY,14,0,12180,"Auburn, NY",14,0,11,-11,0,0,0,0,0,0,244.0,284.0,253.0,279.0,215.0,225.0,191.0,195.0,14,11,3,-25,11,0
385,12019,Clay County,FL,13,101,27260,"Jacksonville, FL",-88,24,77,-53,0,0,0,0,0,0,245.0,211.0,239.0,220.0,215.0,225.0,191.0,195.0,37,178,-141,35,53,0
386,13057,Cherokee County,GA,13,0,12060,"Atlanta-Sandy Springs-Roswell, GA",13,0,22,-22,0,0,0,0,0,0,245.0,284.0,253.0,268.0,215.0,225.0,191.0,195.0,13,22,-9,-35,22,0
387,06099,Stanislaus County,CA,13,20,33700,"Modesto, CA",-7,23,18,5,0,0,0,0,0,0,245.0,274.0,240.0,272.0,215.0,225.0,191.0,195.0,36,38,-2,12,-5,0
388,48355,Nueces County,TX,13,11,18580,"Corpus Christi, TX",2,0,12,-12,0,0,0,0,0,0,245.0,283.0,253.0,278.0,215.0,225.0,191.0,195.0,13,23,-10,-14,12,0
389,36101,Steuben County,NY,13,19,18500,"Corning, NY",-6,0,0,0,0,0,0,0,0,0,245.0,275.0,253.0,281.0,215.0,225.0,191.0,195.0,13,19,-6,6,0,0
390,36051,Livingston County,NY,12,0,40380,"Rochester, NY",12,0,0,0,0,0,0,0,0,0,246.0,284.0,253.0,281.0,215.0,225.0,191.0,195.0,12,0,12,-12,0,0
391,08035,Douglas County,CO,12,30,19740,"Denver-Aurora-Lakewood, CO",-18,35,44,-9,0,32,-32,0,0,0,246.0,265.0,228.0,246.0,215.0,220.0,191.0,195.0,47,106,-59,9,-23,32
392,05143,Washington County,AR,12,18,22220,"Fayetteville-Springdale-Rogers, AR-MO",-6,0,16,-16,0,0,0,0,0,0,246.0,276.0,253.0,274.0,215.0,225.0,191.0,195.0,12,34,-22,-10,16,0
393,37071,Gaston County,NC,12,32,16740,"Charlotte-Concord-Gastonia, NC-SC",-20,0,29,-29,0,0,0,0,0,0,246.0,263.0,253.0,261.0,215.0,225.0,191.0,195.0,12,61,-49,-9,29,0
394,25019,Nantucket County,MA,12,17,,non-metro,-5,0,0,0,0,0,0,0,0,0,246.0,277.0,253.0,281.0,215.0,225.0,191.0,195.0,12,17,-5,5,0,0
395,48303,Lubbock County,TX,11,46,31180,"Lubbock, TX",-35,0,25,-25,0,0,0,0,0,0,247.0,249.0,253.0,265.0,215.0,225.0,191.0,195.0,11,71,-60,10,25,0
396,50025,Windham County,VT,11,45,,non-metro,-34,29,38,-9,0,0,0,0,0,0,247.0,250.0,234.0,252.0,215.0,225.0,191.0,195.0,40,83,-43,25,9,0
397,42125,Washington County,PA,11,0,38300,"Pittsburgh, PA",11,0,0,0,0,0,0,0,0,0,247.0,284.0,253.0,281.0,215.0,225.0,191.0,195.0,11,0,11,-11,0,0
398,53063,Spokane County,WA,10,12,44060,"Spokane-Spokane Valley, WA",-2,29,0,29,0,0,0,0,0,0,248.0,282.0,234.0,281.0,215.0,225.0,191.0,195.0,39,12,27,31,-29,0
399,39003,Allen County,OH,10,0,30620,"Lima, OH",10,0,0,0,0,0,0,0,0,0,248.0,284.0,253.0,281.0,215.0,225.0,191.0,195.0,10,0,10,-10,0,0
400,42129,Westmoreland County,PA,10,0,38300,"Pittsburgh, PA",10,37,30,7,0,0,0,0,0,0,248.0,284.0,226.0,260.0,215.0,225.0,191.0,195.0,47,30,17,-3,-7,0
401,13113,Fayette County,GA,10,40,12060,"Atlanta-Sandy Springs-Roswell, GA",-30,17,32,-15,0,0,0,0,0,0,248.0,255.0,246.0,258.0,215.0,225.0,191.0,195.0,27,72,-45,15,15,0
402,37101,Johnston County,NC,0,67,39580,"Raleigh, NC",-67,0,51,-51,0,0,0,0,0,0,249.0,231.0,253.0,240.0,215.0,225.0,191.0,195.0,0,118,-118,16,51,0
403,27109,Olmsted County,MN,0,56,40340,"Rochester, MN",-56,43,50,-7,0,0,0,0,0,0,249.0,242.0,220.0,241.0,215.0,225.0,191.0,195.0,43,106,-63,49,7,0
404,13117,Forsyth County,GA,0,56,12060,"Atlanta-Sandy Springs-Roswell, GA",-56,16,34,-18,0,0,0,0,0,0,249.0,242.0,247.0,256.0,215.0,225.0,191.0,195.0,16,90,-74,38,18,0
405,08001,Adams County,CO,0,53,19740,"Denver-Aurora-Lakewood, CO",-53,16,21,-5,0,0,0,0,0,0,249.0,245.0,247.0,269.0,215.0,225.0,191.0,195.0,16,74,-58,48,5,0
406,45035,Dorchester County,SC,0,51,16700,"Charleston-North Charleston, SC",-51,20,54,-34,0,0,0,0,0,0,249.0,246.0,243.0,238.0,215.0,225.0,191.0,195.0,20,105,-85,17,34,0
407,12119,Sumter County,FL,0,48,45540,"The Villages, FL",-48,0,79,-79,0,0,0,0,34,-34,249.0,248.0,253.0,218.0,215.0,225.0,191.0,189.0,0,161,-161,-31,79,-34
408,45091,York County,SC,0,48,16740,"Charlotte-Concord-Gastonia, NC-SC",-48,15,101,-86,0,45,-45,0,0,0,249.0,248.0,248.0,203.0,215.0,209.0,191.0,195.0,15,194,-179,-38,41,45
409,46103,Pennington County,SD,0,45,39660,"Rapid City, SD",-45,0,0,0,0,0,0,0,0,0,249.0,250.0,253.0,281.0,215.0,225.0,191.0,195.0,0,45,-45,45,0,0
410,04021,Pinal County,AZ,0,44,38060,"Phoenix-Mesa-Scottsdale, AZ",-44,13,42,-29,0,0,0,0,0,0,249.0,251.0,250.0,248.0,215.0,225.0,191.0,195.0,13,86,-73,15,29,0
411,04025,Yavapai County,AZ,0,40,39140,"Prescott, AZ",-40,0,0,0,0,0,0,0,0,0,249.0,255.0,253.0,281.0,215.0,225.0,191.0,195.0,0,40,-40,40,0,0
412,12017,Citrus County,FL,0,39,26140,"Homosassa Springs, FL",-39,21,19,2,0,0,0,0,0,0,249.0,256.0,242.0,271.0,215.0,225.0,191.0,195.0,21,58,-37,41,-2,0
413,13179,Liberty County,GA,0,32,25980,"Hinesville, GA",-32,48,74,-26,0,0,0,0,0,0,249.0,263.0,215.0,222.0,215.0,225.0,191.0,195.0,48,106,-58,6,26,0
414,37085,Harnett County,NC,0,29,20380,"Dunn, NC",-29,0,31,-31,0,0,0,0,0,0,249.0,266.0,253.0,259.0,215.0,225.0,191.0,195.0,0,60,-60,-2,31,0
415,37097,Iredell County,NC,0,28,16740,"Charlotte-Concord-Gastonia, NC-SC",-28,0,44,-44,0,0,0,0,0,0,249.0,267.0,253.0,246.0,215.0,225.0,191.0,195.0,0,72,-72,-16,44,0
416,12055,Highlands County,FL,0,27,42700,"Sebring, FL",-27,0,0,0,0,0,0,0,0,0,249.0,268.0,253.0,281.0,215.0,225.0,191.0,195.0,0,27,-27,27,0,0
417,20061,Geary County,KS,0,27,27920,"Junction City, KS",-27,17,0,17,0,0,0,0,0,0,249.0,268.0,246.0,281.0,215.0,225.0,191.0,195.0,17,27,-10,44,-17,0
418,51740,Portsmouth city,VA,0,26,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",-26,0,46,-46,0,0,0,0,0,0,249.0,269.0,253.0,244.0,215.0,225.0,191.0,195.0,0,72,-72,-20,46,0
419,48039,Brazoria County,TX,0,25,26420,"Houston-The Woodlands-Sugar Land, TX",-25,0,20,-20,0,0,0,0,0,0,249.0,270.0,253.0,270.0,215.0,225.0,191.0,195.0,0,45,-45,5,20,0
420,37195,Wilson County,NC,0,25,48980,"Wilson, NC",-25,0,27,-27,0,0,0,0,0,0,249.0,270.0,253.0,263.0,215.0,225.0,191.0,195.0,0,52,-52,-2,27,0
421,45069,Marlboro County,SC,0,23,13500,"Bennettsville, SC",-23,0,0,0,0,0,0,0,0,0,249.0,271.0,253.0,281.0,215.0,225.0,191.0,195.0,0,23,-23,23,0,0
422,36017,Chenango County,NY,0,23,,non-metro,-23,0,18,-18,0,0,0,0,0,0,249.0,271.0,253.0,272.0,215.0,225.0,191.0,195.0,0,41,-41,5,18,0
423,13073,Columbia County,GA,0,22,12260,"Augusta-Richmond County, GA-SC",-22,0,0,0,0,0,0,0,0,0,249.0,272.0,253.0,281.0,215.0,225.0,191.0,195.0,0,22,-22,22,0,0
424,49043,Summit County,UT,0,22,44920,"Summit Park, UT",-22,0,34,-34,0,0,0,0,0,0,249.0,272.0,253.0,256.0,215.0,225.0,191.0,195.0,0,56,-56,-12,34,0
425,37125,Moore County,NC,0,21,38240,"Pinehurst-Southern Pines, NC",-21,0,16,-16,0,0,0,0,0,0,249.0,273.0,253.0,274.0,215.0,225.0,191.0,195.0,0,37,-37,5,16,0
426,36095,Schoharie County,NY,0,21,10580,"Albany-Schenectady-Troy, NY",-21,0,0,0,0,0,0,0,0,0,249.0,273.0,253.0,281.0,215.0,225.0,191.0,195.0,0,21,-21,21,0,0
427,51770,Roanoke city,VA,0,20,40220,"Roanoke, VA",-20,0,0,0,0,0,0,0,0,0,249.0,274.0,253.0,281.0,215.0,225.0,191.0,195.0,0,20,-20,20,0,0
428,36035,Fulton County,NY,0,19,24100,"Gloversville, NY",-19,0,31,-31,0,0,0,0,0,0,249.0,275.0,253.0,259.0,215.0,225.0,191.0,195.0,0,50,-50,-12,31,0
429,38017,Cass County,ND,0,19,22020,"Fargo, ND-MN",-19,0,0,0,0,0,0,0,0,0,249.0,275.0,253.0,281.0,215.0,225.0,191.0,195.0,0,19,-19,19,0,0
430,13127,Glynn County,GA,0,19,15260,"Brunswick, GA",-19,0,0,0,0,0,0,0,0,0,249.0,275.0,253.0,281.0,215.0,225.0,191.0,195.0,0,19,-19,19,0,0
431,01117,Shelby County,AL,0,18,13820,"Birmingham-Hoover, AL",-18,12,19,-7,0,0,0,0,0,0,249.0,276.0,251.0,271.0,215.0,225.0,191.0,195.0,12,37,-25,11,7,0
432,39057,Greene County,OH,0,18,19380,"Dayton, OH",-18,0,0,0,0,0,0,0,0,0,249.0,276.0,253.0,281.0,215.0,225.0,191.0,195.0,0,18,-18,18,0,0
433,37191,Wayne County,NC,0,17,24140,"Goldsboro, NC",-17,0,32,-32,0,0,0,0,0,0,249.0,277.0,253.0,258.0,215.0,225.0,191.0,195.0,0,49,-49,-15,32,0
434,37037,Chatham County,NC,0,16,20500,"Durham-Chapel Hill, NC",-16,0,0,0,0,0,0,0,0,0,249.0,278.0,253.0,281.0,215.0,225.0,191.0,195.0,0,16,-16,16,0,0
435,23019,Penobscot County,ME,0,15,12620,"Bangor, ME",-15,26,0,26,0,0,0,0,0,0,249.0,279.0,237.0,281.0,215.0,225.0,191.0,195.0,26,15,11,41,-26,0
436,37093,Hoke County,NC,0,15,22180,"Fayetteville, NC",-15,0,0,0,0,0,0,0,0,0,249.0,279.0,253.0,281.0,215.0,225.0,191.0,195.0,0,15,-15,15,0,0
437,39155,Trumbull County,OH,0,14,49660,"Youngstown-Warren-Boardman, OH-PA",-14,0,0,0,0,0,0,0,0,0,249.0,280.0,253.0,281.0,215.0,225.0,191.0,195.0,0,14,-14,14,0,0
438,51095,James City County,VA,0,14,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",-14,17,0,17,0,0,0,0,0,0,249.0,280.0,246.0,281.0,215.0,225.0,191.0,195.0,17,14,3,31,-17,0
439,23009,Hancock County,ME,0,14,,non-metro,-14,14,0,14,0,0,0,0,0,0,249.0,280.0,249.0,281.0,215.0,225.0,191.0,195.0,14,14,0,28,-14,0
440,36115,Washington County,NY,0,14,24020,"Glens Falls, NY",-14,0,0,0,0,0,0,0,0,0,249.0,280.0,253.0,281.0,215.0,225.0,191.0,195.0,0,14,-14,14,0,0
442,26139,Ottawa County,MI,0,13,24340,"Grand Rapids-Wyoming, MI",-13,0,0,0,0,0,0,0,0,0,249.0,281.0,253.0,281.0,215.0,225.0,191.0,195.0,0,13,-13,13,0,0
443,22103,St. Tammany Parish,LA,0,13,35380,"New Orleans-Metairie, LA",-13,13,18,-5,0,0,0,0,0,0,249.0,281.0,250.0,272.0,215.0,225.0,191.0,195.0,13,31,-18,8,5,0
444,17037,DeKalb County,IL,0,13,16980,"Chicago-Naperville-Elgin, IL-IN-WI",-13,0,0,0,0,0,0,0,0,0,249.0,281.0,253.0,281.0,215.0,225.0,191.0,195.0,0,13,-13,13,0,0
445,53073,Whatcom County,WA,0,12,13380,"Bellingham, WA",-12,0,23,-23,0,0,0,0,0,0,249.0,282.0,253.0,267.0,215.0,225.0,191.0,195.0,0,35,-35,-11,23,0
446,49011,Davis County,UT,0,0,36260,"Ogden-Clearfield, UT",0,27,26,1,0,0,0,0,0,0,249.0,284.0,236.0,264.0,215.0,225.0,191.0,195.0,27,26,1,1,-1,0
447,42019,Butler County,PA,0,0,38300,"Pittsburgh, PA",0,21,20,1,0,0,0,0,0,0,249.0,284.0,242.0,270.0,215.0,225.0,191.0,195.0,21,20,1,1,-1,0
448,47149,Rutherford County,TN,0,0,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0,20,12,8,0,0,0,0,0,0,249.0,284.0,243.0,278.0,215.0,225.0,191.0,195.0,20,12,8,8,-8,0
449,36031,Essex County,NY,0,0,,non-metro,0,19,0,19,0,0,0,0,0,0,249.0,284.0,244.0,281.0,215.0,225.0,191.0,195.0,19,0,19,19,-19,0
450,51680,Lynchburg city,VA,0,0,31340,"Lynchburg, VA",0,18,0,18,0,0,0,0,0,0,249.0,284.0,245.0,281.0,215.0,225.0,191.0,195.0,18,0,18,18,-18,0
451,49053,Washington County,UT,0,0,41100,"St. George, UT",0,17,0,17,0,0,0,0,0,0,249.0,284.0,246.0,281.0,215.0,225.0,191.0,195.0,17,0,17,17,-17,0
452,24013,Carroll County,MD,0,0,12580,"Baltimore-Columbia-Towson, MD",0,16,0,16,0,0,0,0,0,0,249.0,284.0,247.0,281.0,215.0,225.0,191.0,195.0,16,0,16,16,-16,0
453,26049,Genesee County,MI,0,0,22420,"Flint, MI",0,15,50,-35,0,0,0,0,0,0,249.0,284.0,248.0,241.0,215.0,225.0,191.0,195.0,15,50,-35,-35,35,0
454,56021,Laramie County,WY,0,0,16940,"Cheyenne, WY",0,15,0,15,0,0,0,0,0,0,249.0,284.0,248.0,281.0,215.0,225.0,191.0,195.0,15,0,15,15,-15,0
455,30063,Missoula County,MT,0,0,33540,"Missoula, MT",0,15,0,15,0,0,0,0,0,0,249.0,284.0,248.0,281.0,215.0,225.0,191.0,195.0,15,0,15,15,-15,0
456,31079,Hall County,NE,0,0,24260,"Grand Island, NE",0,13,0,13,0,0,0,0,0,0,249.0,284.0,250.0,281.0,215.0,225.0,191.0,195.0,13,0,13,13,-13,0
457,39009,Athens County,OH,0,0,11900,"Athens, OH",0,13,0,13,0,0,0,0,0,0,249.0,284.0,250.0,281.0,215.0,225.0,191.0,195.0,13,0,13,13,-13,0
458,54061,Monongalia County,WV,0,0,34060,"Morgantown, WV",0,13,0,13,0,0,0,0,0,0,249.0,284.0,250.0,281.0,215.0,225.0,191.0,195.0,13,0,13,13,-13,0
459,36053,Madison County,NY,0,0,45060,"Syracuse, NY",0,13,12,1,0,0,0,0,0,0,249.0,284.0,250.0,278.0,215.0,225.0,191.0,195.0,13,12,1,1,-1,0
460,28121,Rankin County,MS,0,0,27140,"Jackson, MS",0,12,0,12,0,0,0,0,0,0,249.0,284.0,251.0,281.0,215.0,225.0,191.0,195.0,12,0,12,12,-12,0
461,33003,Carroll County,NH,0,0,,non-metro,0,12,0,12,0,0,0,0,0,0,249.0,284.0,251.0,281.0,215.0,225.0,191.0,195.0,12,0,12,12,-12,0
462,21117,Kenton County,KY,0,0,17140,"Cincinnati, OH-KY-IN",0,0,41,-41,0,0,0,0,0,0,249.0,284.0,253.0,249.0,215.0,225.0,191.0,195.0,0,41,-41,-41,41,0
463,24015,Cecil County,MD,0,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,36,-36,0,0,0,0,0,0,249.0,284.0,253.0,254.0,215.0,225.0,191.0,195.0,0,36,-36,-36,36,0
464,37019,Brunswick County,NC,0,0,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0,0,36,-36,0,0,0,0,0,0,249.0,284.0,253.0,254.0,215.0,225.0,191.0,195.0,0,36,-36,-36,36,0
465,41029,Jackson County,OR,0,0,32780,"Medford, OR",0,0,35,-35,0,0,0,0,0,0,249.0,284.0,253.0,255.0,215.0,225.0,191.0,195.0,0,35,-35,-35,35,0
466,37001,Alamance County,NC,0,0,15500,"Burlington, NC",0,0,34,-34,0,0,0,0,0,0,249.0,284.0,253.0,256.0,215.0,225.0,191.0,195.0,0,34,-34,-34,34,0
467,21227,Warren County,KY,0,0,14540,"Bowling Green, KY",0,0,28,-28,0,0,0,0,0,0,249.0,284.0,253.0,262.0,215.0,225.0,191.0,195.0,0,28,-28,-28,28,0
468,13153,Houston County,GA,0,0,47580,"Warner Robins, GA",0,0,25,-25,0,0,0,0,0,0,249.0,284.0,253.0,265.0,215.0,225.0,191.0,195.0,0,25,-25,-25,25,0
469,37159,Rowan County,NC,0,0,16740,"Charlotte-Concord-Gastonia, NC-SC",0,0,24,-24,0,0,0,0,0,0,249.0,284.0,253.0,266.0,215.0,225.0,191.0,195.0,0,24,-24,-24,24,0
470,45043,Georgetown County,SC,0,0,23860,"Georgetown, SC",0,0,21,-21,0,0,0,0,0,0,249.0,284.0,253.0,269.0,215.0,225.0,191.0,195.0,0,21,-21,-21,21,0
471,51800,Suffolk city,VA,0,0,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0,0,20,-20,0,0,0,0,0,0,249.0,284.0,253.0,270.0,215.0,225.0,191.0,195.0,0,20,-20,-20,20,0
472,25007,Dukes County,MA,0,0,47240,"Vineyard Haven, MA",0,0,19,-19,0,0,0,0,0,0,249.0,284.0,253.0,271.0,215.0,225.0,191.0,195.0,0,19,-19,-19,19,0
473,42007,Beaver County,PA,0,0,38300,"Pittsburgh, PA",0,0,19,-19,0,0,0,0,0,0,249.0,284.0,253.0,271.0,215.0,225.0,191.0,195.0,0,19,-19,-19,19,0
474,22115,Vernon Parish,LA,0,0,22860,"Fort Polk South, LA",0,0,19,-19,0,0,0,0,0,0,249.0,284.0,253.0,271.0,215.0,225.0,191.0,195.0,0,19,-19,-19,19,0
475,20161,Riley County,KS,0,0,31740,"Manhattan, KS",0,0,17,-17,0,0,0,0,0,0,249.0,284.0,253.0,273.0,215.0,225.0,191.0,195.0,0,17,-17,-17,17,0
476,48309,McLennan County,TX,0,0,47380,"Waco, TX",0,0,15,-15,0,0,0,0,0,0,249.0,284.0,253.0,275.0,215.0,225.0,191.0,195.0,0,15,-15,-15,15,0
477,23013,Knox County,ME,0,0,,non-metro,0,0,14,-14,0,0,0,0,0,0,249.0,284.0,253.0,276.0,215.0,225.0,191.0,195.0,0,14,-14,-14,14,0
478,17143,Peoria County,IL,0,0,37900,"Peoria, IL",0,0,12,-12,0,0,0,0,0,0,249.0,284.0,253.0,278.0,215.0,225.0,191.0,195.0,0,12,-12,-12,12,0
479,54011,Cabell County,WV,0,0,26580,"Huntington-Ashland, WV-KY-OH",0,0,10,-10,0,0,0,0,0,0,249.0,284.0,253.0,280.0,215.0,225.0,191.0,195.0,0,10,-10,-10,10,0
